,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value,contract_until_year,value_won,age_clean,age_obj,won_clean,won_round,won_obj
218,25,europe,2020,ST,right,2.0,81,83,4.0,21500000.0,2020,27942475000,2.0,20~25,5.0,2794.2,100억이상
219,28,europe,2021,MF,right,3.0,81,81,4.0,18000000.0,2021,23393700000,3.0,25~30,5.0,2339.4,100억이상
220,27,europe,"Jun 30, 2019",ST,left,2.0,81,82,4.0,21000000.0,2019,27292650000,3.0,25~30,5.0,2729.3,100억이상
221,27,africa,2022,DF,left,2.0,81,82,3.0,16500000.0,2022,21444225000,3.0,25~30,5.0,2144.4,100억이상
222,27,europe,2021,GK,left,2.0,81,84,1.0,15000000.0,2021,19494750000,3.0,25~30,5.0,1949.5,100억이상
223,25,europe,2021,ST,left,2.0,81,83,3.0,22000000.0,2021,28592300000,2.0,20~25,5.0,2859.2,100억이상
224,24,europe,2023,ST,right,2.0,81,85,3.0,23500000.0,2023,30541775000,2.0,20~25,5.0,3054.2,100억이상
225,28,europe,2022,MF,right,2.0,81,81,3.0,18000000.0,2022,23393700000,3.0,25~30,5.0,2339.4,100억이상
226,29,south america,2020,MF,right,2.0,81,81,3.0,17000000.0,2020,22094050000,3.0,25~30,5.0,2209.4,100억이상
227,26,europe,2023,MF,left,3.0,81,81,5.0,19000000.0,2023,24693350000,2.0,20~25,5.0,2469.3,100억이상
228,26,europe,2022,DF,right,2.0,81,82,2.0,17500000.0,2022,22743875000,2.0,20~25,5.0,2274.4,100억이상
229,28,europe,2019,MF,right,3.0,81,81,3.0,17500000.0,2019,22743875000,3.0,25~30,5.0,2274.4,100억이상
230,27,south america,2019,ST,right,2.0,81,81,4.0,18500000.0,2019,24043525000,3.0,25~30,5.0,2404.4,100억이상
231,31,south america,2020,MF,left,4.0,81,81,4.0,15500000.0,2020,20144575000,4.0,30~35,5.0,2014.5,100억이상
232,29,europe,2021,ST,right,2.0,81,81,4.0,18000000.0,2021,23393700000,3.0,25~30,5.0,2339.4,100억이상
233,29,south america,2021,ST,right,3.0,81,81,4.0,17500000.0,2021,22743875000,3.0,25~30,5.0,2274.4,100억이상
234,29,europe,2021,DF,right,3.0,81,81,2.0,14000000.0,2021,18195100000,3.0,25~30,5.0,1819.5,100억이상
235,29,europe,2021,DF,right,2.0,81,81,2.0,14000000.0,2021,18195100000,3.0,25~30,5.0,1819.5,100억이상
236,33,europe,2019,MF,right,3.0,81,81,3.0,11000000.0,2019,14296150000,4.0,30~35,5.0,1429.6,100억이상
237,33,europe,2020,DF,right,3.0,81,81,2.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
238,29,europe,2022,DF,right,2.0,81,81,4.0,17000000.0,2022,22094050000,3.0,25~30,5.0,2209.4,100억이상
239,26,south america,2022,MF,left,2.0,81,82,4.0,21000000.0,2022,27292650000,2.0,20~25,5.0,2729.3,100억이상
240,30,south america,2021,MF,right,2.0,81,81,3.0,16500000.0,2021,21444225000,3.0,25~30,5.0,2144.4,100억이상
241,32,south america,2019,MF,right,2.0,81,81,3.0,10000000.0,2019,12996500000,4.0,30~35,5.0,1299.6,100억이상
242,31,europe,2020,MF,right,3.0,81,81,3.0,15000000.0,2020,19494750000,4.0,30~35,5.0,1949.5,100억이상
243,33,europe,2020,MF,right,3.0,81,81,4.0,11000000.0,2020,14296150000,4.0,30~35,5.0,1429.6,100억이상
244,32,europe,2020,ST,right,3.0,81,81,4.0,14000000.0,2020,18195100000,4.0,30~35,5.0,1819.5,100억이상
245,32,europe,2019,MF,right,2.0,81,81,4.0,14000000.0,2019,18195100000,4.0,30~35,5.0,1819.5,100억이상
246,33,south america,2019,ST,right,2.0,81,81,4.0,11000000.0,2019,14296150000,4.0,30~35,5.0,1429.6,100억이상
247,31,europe,2020,MF,right,3.0,81,81,5.0,15500000.0,2020,20144575000,4.0,30~35,5.0,2014.5,100억이상
248,34,europe,2019,DF,left,3.0,81,81,2.0,5500000.0,2019,7148075000,4.0,30~35,4.0,714.8,50억~100억
249,36,europe,2020,ST,right,2.0,81,81,4.0,6000000.0,2020,7797900000,4.0,30~35,4.0,779.8,50억~100억
250,21,south america,2022,ST,right,1.0,80,85,3.0,20500000.0,2022,26642825000,2.0,20~25,5.0,2664.3,100억이상
251,21,europe,2023,MF,right,1.0,80,89,4.0,22500000.0,2023,29242125000,2.0,20~25,5.0,2924.2,100억이상
252,20,europe,2023,MF,right,1.0,80,90,4.0,23500000.0,2023,30541775000,1.0,15~20,5.0,3054.2,100억이상
253,22,europe,2024,DF,right,1.0,80,88,3.0,18500000.0,2024,24043525000,2.0,20~25,5.0,2404.4,100억이상
254,24,south america,2019,MF,left,1.0,80,84,4.0,19500000.0,2019,25343175000,2.0,20~25,5.0,2534.3,100억이상
255,30,south america,2021,DF,left,1.0,80,80,4.0,10500000.0,2021,13646325000,3.0,25~30,5.0,1364.6,100억이상
256,34,south america,2021,MF,right,1.0,80,80,2.0,4500000.0,2021,5848425000,4.0,30~35,4.0,584.8,50억~100억
257,21,europe,2024,MF,left,1.0,80,87,3.0,21000000.0,2024,27292650000,2.0,20~25,5.0,2729.3,100억이상
258,26,south america,2021,DF,right,1.0,80,83,2.0,15500000.0,2021,20144575000,2.0,20~25,5.0,2014.5,100억이상
259,21,africa,2024,MF,right,1.0,80,85,3.0,17000000.0,2024,22094050000,2.0,20~25,5.0,2209.4,100억이상
260,23,europe,"Jun 30, 2019",MF,right,2.0,80,85,3.0,17000000.0,2019,22094050000,2.0,20~25,5.0,2209.4,100억이상
261,22,europe,2022,MF,right,2.0,80,86,4.0,20000000.0,2022,25993000000,2.0,20~25,5.0,2599.3,100억이상
262,25,europe,2021,ST,right,2.0,80,83,4.0,18500000.0,2021,24043525000,2.0,20~25,5.0,2404.4,100억이상
263,23,africa,"Jun 30, 2019",MF,right,2.0,80,85,4.0,20000000.0,2019,25993000000,2.0,20~25,5.0,2599.3,100억이상
264,26,south america,2022,GK,right,3.0,80,85,1.0,14000000.0,2022,18195100000,2.0,20~25,5.0,1819.5,100억이상
265,22,europe,2022,MF,left,2.0,80,85,4.0,20000000.0,2022,25993000000,2.0,20~25,5.0,2599.3,100억이상
266,22,europe,2021,ST,right,1.0,80,85,3.0,20000000.0,2021,25993000000,2.0,20~25,5.0,2599.3,100억이상
267,24,europe,2022,MF,left,2.0,80,84,4.0,19500000.0,2022,25343175000,2.0,20~25,5.0,2534.3,100억이상
268,25,south america,2022,DF,left,2.0,80,82,3.0,15000000.0,2022,19494750000,2.0,20~25,5.0,1949.5,100억이상
269,26,europe,2020,GK,left,1.0,80,83,1.0,13000000.0,2020,16895450000,2.0,20~25,5.0,1689.5,100억이상
270,24,europe,2022,MF,right,2.0,80,85,3.0,19500000.0,2022,25343175000,2.0,20~25,5.0,2534.3,100억이상
271,24,europe,2021,DF,right,2.0,80,82,2.0,15500000.0,2021,20144575000,2.0,20~25,5.0,2014.5,100억이상
272,28,europe,2022,MF,left,1.0,80,80,3.0,12000000.0,2022,15595800000,3.0,25~30,5.0,1559.6,100억이상
273,28,africa,2021,DF,left,1.0,80,80,2.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
274,24,europe,2021,ST,right,1.0,80,83,3.0,19000000.0,2021,24693350000,2.0,20~25,5.0,2469.3,100억이상
275,26,europe,2022,MF,right,1.0,80,81,3.0,17500000.0,2022,22743875000,2.0,20~25,5.0,2274.4,100억이상
276,24,europe,"Jun 30, 2019",ST,right,2.0,80,84,4.0,19500000.0,2019,25343175000,2.0,20~25,5.0,2534.3,100억이상
277,30,asia,2020,ST,right,1.0,80,80,4.0,14500000.0,2020,18844925000,3.0,25~30,5.0,1884.5,100억이상
278,29,europe,2021,GK,right,1.0,80,81,1.0,11500000.0,2021,14945975000,3.0,25~30,5.0,1494.6,100억이상
279,23,europe,2023,DF,right,3.0,80,85,3.0,16500000.0,2023,21444225000,2.0,20~25,5.0,2144.4,100억이상
280,25,europe,2022,DF,right,2.0,80,81,2.0,14500000.0,2022,18844925000,2.0,20~25,5.0,1884.5,100억이상
281,26,south america,2022,DF,right,2.0,80,84,2.0,16000000.0,2022,20794400000,2.0,20~25,5.0,2079.4,100억이상
282,29,europe,2022,MF,right,2.0,80,80,3.0,11500000.0,2022,14945975000,3.0,25~30,5.0,1494.6,100억이상
283,25,europe,2020,DF,left,1.0,80,81,3.0,14500000.0,2020,18844925000,2.0,20~25,5.0,1884.5,100억이상
284,26,europe,2022,ST,left,1.0,80,81,3.0,17500000.0,2022,22743875000,2.0,20~25,5.0,2274.4,100억이상
285,26,europe,2022,MF,right,2.0,80,80,3.0,16000000.0,2022,20794400000,2.0,20~25,5.0,2079.4,100억이상
286,29,europe,2022,DF,right,3.0,80,80,2.0,11500000.0,2022,14945975000,3.0,25~30,5.0,1494.6,100억이상
287,27,south america,2022,ST,right,2.0,80,81,4.0,17500000.0,2022,22743875000,3.0,25~30,5.0,2274.4,100억이상
288,26,africa,2021,ST,right,3.0,80,82,5.0,18000000.0,2021,23393700000,2.0,20~25,5.0,2339.4,100억이상
289,26,africa,2020,DF,right,2.0,80,82,2.0,15000000.0,2020,19494750000,2.0,20~25,5.0,1949.5,100억이상
290,28,europe,2019,ST,right,2.0,80,80,3.0,15500000.0,2019,20144575000,3.0,25~30,5.0,2014.5,100억이상
291,28,europe,2022,MF,left,3.0,80,80,4.0,15000000.0,2022,19494750000,3.0,25~30,5.0,1949.5,100억이상
292,27,europe,2023,DF,right,2.0,80,81,3.0,13500000.0,2023,17545275000,3.0,25~30,5.0,1754.5,100억이상
293,27,europe,2021,DF,right,2.0,80,80,3.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
294,25,europe,2021,DF,left,3.0,80,83,4.0,15500000.0,2021,20144575000,2.0,20~25,5.0,2014.5,100억이상
295,27,south america,2021,MF,right,2.0,80,80,4.0,15500000.0,2021,20144575000,3.0,25~30,5.0,2014.5,100억이상
296,27,europe,2023,DF,right,2.0,80,80,3.0,12000000.0,2023,15595800000,3.0,25~30,5.0,1559.6,100억이상
297,29,south america,2021,DF,right,2.0,80,80,2.0,11500000.0,2021,14945975000,3.0,25~30,5.0,1494.6,100억이상
298,28,europe,2022,DF,left,3.0,80,80,3.0,12000000.0,2022,15595800000,3.0,25~30,5.0,1559.6,100억이상
299,26,europe,"Jun 30, 2019",MF,right,2.0,80,81,4.0,17500000.0,2019,22743875000,2.0,20~25,5.0,2274.4,100억이상
300,27,europe,2022,MF,left,2.0,80,80,3.0,15500000.0,2022,20144575000,3.0,25~30,5.0,2014.5,100억이상
301,28,europe,2022,ST,left,3.0,80,80,4.0,15000000.0,2022,19494750000,3.0,25~30,5.0,1949.5,100억이상
302,27,europe,2021,ST,right,2.0,80,80,2.0,16000000.0,2021,20794400000,3.0,25~30,5.0,2079.4,100억이상
303,25,europe,2024,MF,right,2.0,80,83,4.0,18500000.0,2024,24043525000,2.0,20~25,5.0,2404.4,100억이상
304,30,europe,2019,ST,right,2.0,80,80,4.0,14000000.0,2019,18195100000,3.0,25~30,5.0,1819.5,100억이상
305,28,europe,2022,MF,right,2.0,80,80,3.0,12000000.0,2022,15595800000,3.0,25~30,5.0,1559.6,100억이상
306,27,europe,"Jun 30, 2019",GK,right,2.0,80,81,1.0,11500000.0,2019,14945975000,3.0,25~30,5.0,1494.6,100억이상
307,27,africa,2021,MF,right,2.0,80,82,2.0,14500000.0,2021,18844925000,3.0,25~30,5.0,1884.5,100억이상
308,28,europe,2021,MF,right,2.0,80,81,2.0,13500000.0,2021,17545275000,3.0,25~30,5.0,1754.5,100억이상
309,29,europe,2021,GK,right,2.0,80,80,1.0,10000000.0,2021,12996500000,3.0,25~30,5.0,1299.6,100억이상
310,27,south america,2021,DF,right,3.0,80,80,3.0,12500000.0,2021,16245625000,3.0,25~30,5.0,1624.6,100억이상
311,28,south america,2019,ST,right,3.0,80,80,4.0,15500000.0,2019,20144575000,3.0,25~30,5.0,2014.5,100억이상
312,32,europe,2019,DF,left,2.0,80,80,3.0,8000000.0,2019,10397200000,4.0,30~35,5.0,1039.7,100억이상
313,31,europe,2020,MF,right,2.0,80,80,3.0,12500000.0,2020,16245625000,4.0,30~35,5.0,1624.6,100억이상
314,32,south america,2019,MF,right,2.0,80,80,4.0,11000000.0,2019,14296150000,4.0,30~35,5.0,1429.6,100억이상
315,31,south america,2021,GK,right,3.0,80,80,1.0,9000000.0,2021,11696850000,4.0,30~35,5.0,1169.7,100억이상
316,31,europe,2023,DF,left,2.0,80,80,3.0,10000000.0,2023,12996500000,4.0,30~35,5.0,1299.6,100억이상
317,31,europe,2020,MF,right,2.0,80,80,4.0,13000000.0,2020,16895450000,4.0,30~35,5.0,1689.5,100억이상
318,30,europe,2019,MF,right,2.0,80,80,3.0,13500000.0,2019,17545275000,3.0,25~30,5.0,1754.5,100억이상
319,33,europe,2019,DF,right,3.0,80,80,2.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
320,33,europe,2019,MF,right,3.0,80,80,3.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
321,32,europe,2020,DF,right,2.0,80,80,2.0,8500000.0,2020,11047025000,4.0,30~35,5.0,1104.7,100억이상
322,34,south america,2019,DF,left,3.0,80,80,2.0,4500000.0,2019,5848425000,4.0,30~35,4.0,584.8,50억~100억
323,32,europe,2019,ST,right,3.0,80,80,3.0,12000000.0,2019,15595800000,4.0,30~35,5.0,1559.6,100억이상
324,33,europe,2019,DF,right,3.0,80,80,3.0,5500000.0,2019,7148075000,4.0,30~35,4.0,714.8,50억~100억
325,33,europe,2019,MF,right,3.0,80,80,5.0,8500000.0,2019,11047025000,4.0,30~35,5.0,1104.7,100억이상
326,32,europe,2021,MF,right,2.0,80,80,3.0,11500000.0,2021,14945975000,4.0,30~35,5.0,1494.6,100억이상
327,34,south america,2019,MF,right,4.0,80,80,2.0,4500000.0,2019,5848425000,4.0,30~35,4.0,584.8,50억~100억
328,34,europe,2021,GK,right,2.0,80,80,1.0,6000000.0,2021,7797900000,4.0,30~35,4.0,779.8,50억~100억
329,36,europe,2019,DF,right,3.0,80,80,3.0,1700000.0,2019,2209405000,4.0,30~35,3.0,220.9,10억~50억
330,33,europe,2019,DF,right,4.0,80,80,3.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
331,34,europe,2019,ST,right,3.0,80,80,3.0,8000000.0,2019,10397200000,4.0,30~35,5.0,1039.7,100억이상
332,39,europe,2022,GK,right,2.0,80,80,1.0,1000000.0,2022,1299650000,5.0,35~40,3.0,130.0,10억~50억
333,20,europe,2023,MF,left,1.0,79,86,4.0,18000000.0,2023,23393700000,1.0,15~20,5.0,2339.4,100억이상
334,21,europe,2023,DF,right,1.0,79,85,2.0,15000000.0,2023,19494750000,2.0,20~25,5.0,1949.5,100억이상
335,21,south america,2022,ST,left,2.0,79,86,5.0,18000000.0,2022,23393700000,2.0,20~25,5.0,2339.4,100억이상
336,21,south america,2022,MF,left,1.0,79,86,4.0,18000000.0,2022,23393700000,2.0,20~25,5.0,2339.4,100억이상
337,20,south america,2023,ST,right,1.0,79,86,4.0,18000000.0,2023,23393700000,1.0,15~20,5.0,2339.4,100억이상
338,30,south america,2021,ST,right,1.0,79,79,4.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
339,26,south america,2021,GK,right,1.0,79,79,1.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
340,30,south america,2021,MF,right,1.0,79,79,2.0,9500000.0,2021,12346675000,3.0,25~30,5.0,1234.7,100억이상
341,30,south america,2018,DF,left,1.0,79,79,2.0,9500000.0,2018,12346675000,3.0,25~30,5.0,1234.7,100억이상
342,21,europe,2023,MF,right,2.0,79,84,3.0,14500000.0,2023,18844925000,2.0,20~25,5.0,1884.5,100억이상
343,23,europe,2021,MF,right,1.0,79,87,3.0,16000000.0,2021,20794400000,2.0,20~25,5.0,2079.4,100억이상
344,24,europe,2023,MF,right,1.0,79,81,4.0,15500000.0,2023,20144575000,2.0,20~25,5.0,2014.5,100억이상
345,20,europe,2022,ST,right,1.0,79,86,4.0,18000000.0,2022,23393700000,1.0,15~20,5.0,2339.4,100억이상
346,22,europe,2023,DF,left,2.0,79,86,3.0,15000000.0,2023,19494750000,2.0,20~25,5.0,1949.5,100억이상
347,25,africa,2023,ST,right,2.0,79,80,3.0,15000000.0,2023,19494750000,2.0,20~25,5.0,1949.5,100억이상
348,29,europe,2021,DF,left,1.0,79,79,3.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
349,24,south america,2023,ST,left,2.0,79,84,5.0,17000000.0,2023,22094050000,2.0,20~25,5.0,2209.4,100억이상
350,22,europe,2021,MF,right,3.0,79,84,3.0,14500000.0,2021,18844925000,2.0,20~25,5.0,1884.5,100억이상
351,23,europe,2021,DF,right,2.0,79,85,3.0,14500000.0,2021,18844925000,2.0,20~25,5.0,1884.5,100억이상
352,24,europe,2022,MF,right,1.0,79,82,3.0,16000000.0,2022,20794400000,2.0,20~25,5.0,2079.4,100억이상
353,26,south america,2023,MF,right,1.0,79,80,3.0,14500000.0,2023,18844925000,2.0,20~25,5.0,1884.5,100억이상
354,24,europe,2022,ST,right,2.0,79,84,4.0,17000000.0,2022,22094050000,2.0,20~25,5.0,2209.4,100억이상
355,21,europe,2020,ST,right,2.0,79,86,4.0,18000000.0,2020,23393700000,2.0,20~25,5.0,2339.4,100억이상
356,26,europe,2021,DF,right,2.0,79,81,3.0,12500000.0,2021,16245625000,2.0,20~25,5.0,1624.6,100억이상
357,25,south america,2022,ST,right,2.0,79,82,3.0,16000000.0,2022,20794400000,2.0,20~25,5.0,2079.4,100억이상
358,28,south america,2021,ST,right,2.0,79,79,3.0,13000000.0,2021,16895450000,3.0,25~30,5.0,1689.5,100억이상
359,22,europe,2021,MF,right,2.0,79,83,4.0,16000000.0,2021,20794400000,2.0,20~25,5.0,2079.4,100억이상
360,23,europe,2022,ST,right,2.0,79,83,4.0,16500000.0,2022,21444225000,2.0,20~25,5.0,2144.4,100억이상
361,25,europe,2020,MF,right,2.0,79,80,3.0,15000000.0,2020,19494750000,2.0,20~25,5.0,1949.5,100억이상
362,24,europe,"Jun 30, 2019",GK,right,2.0,79,83,1.0,11500000.0,2019,14945975000,2.0,20~25,5.0,1494.6,100억이상
363,27,europe,2020,MF,right,1.0,79,81,2.0,12500000.0,2020,16245625000,3.0,25~30,5.0,1624.6,100억이상
364,23,europe,2021,DF,left,1.0,79,83,2.0,14000000.0,2021,18195100000,2.0,20~25,5.0,1819.5,100억이상
365,24,europe,2020,MF,right,2.0,79,86,3.0,17500000.0,2020,22743875000,2.0,20~25,5.0,2274.4,100억이상
366,25,europe,2022,DF,right,2.0,79,81,2.0,13000000.0,2022,16895450000,2.0,20~25,5.0,1689.5,100억이상
367,27,europe,2022,DF,left,2.0,79,80,3.0,11500000.0,2022,14945975000,3.0,25~30,5.0,1494.6,100억이상
368,27,europe,2023,DF,left,2.0,79,80,2.0,12000000.0,2023,15595800000,3.0,25~30,5.0,1559.6,100억이상
369,23,europe,"Jun 30, 2019",DF,right,2.0,79,83,2.0,14000000.0,2019,18195100000,2.0,20~25,5.0,1819.5,100억이상
370,25,europe,2022,MF,right,2.0,79,81,3.0,15000000.0,2022,19494750000,2.0,20~25,5.0,1949.5,100억이상
371,23,europe,2023,MF,right,1.0,79,85,4.0,17500000.0,2023,22743875000,2.0,20~25,5.0,2274.4,100억이상
372,24,europe,2023,MF,right,2.0,79,82,4.0,16000000.0,2023,20794400000,2.0,20~25,5.0,2079.4,100억이상
373,25,europe,2022,DF,left,2.0,79,84,3.0,14000000.0,2022,18195100000,2.0,20~25,5.0,1819.5,100억이상
374,26,europe,2021,MF,right,1.0,79,80,3.0,12000000.0,2021,15595800000,2.0,20~25,5.0,1559.6,100억이상
375,25,europe,2021,MF,right,1.0,79,84,3.0,16500000.0,2021,21444225000,2.0,20~25,5.0,2144.4,100억이상
376,25,europe,2020,DF,left,2.0,79,82,4.0,13000000.0,2020,16895450000,2.0,20~25,5.0,1689.5,100억이상
377,27,south america,2020,MF,left,2.0,79,79,4.0,13000000.0,2020,16895450000,3.0,25~30,5.0,1689.5,100억이상
378,32,europe,2019,GK,right,2.0,79,79,1.0,7000000.0,2019,9097550000,4.0,30~35,4.0,909.8,50억~100억
379,25,europe,2022,DF,right,2.0,79,80,3.0,12000000.0,2022,15595800000,2.0,20~25,5.0,1559.6,100억이상
380,28,europe,2020,ST,right,2.0,79,79,4.0,12500000.0,2020,16245625000,3.0,25~30,5.0,1624.6,100억이상
381,26,europe,2021,ST,left,2.0,79,80,3.0,15000000.0,2021,19494750000,2.0,20~25,5.0,1949.5,100억이상
382,25,europe,2020,MF,right,1.0,79,81,4.0,15500000.0,2020,20144575000,2.0,20~25,5.0,2014.5,100억이상
383,31,europe,2020,MF,right,3.0,79,79,4.0,11000000.0,2020,14296150000,4.0,30~35,5.0,1429.6,100억이상
384,28,europe,2019,MF,right,1.0,79,79,3.0,12500000.0,2019,16245625000,3.0,25~30,5.0,1624.6,100억이상
385,26,south america,2022,DF,right,2.0,79,80,3.0,12000000.0,2022,15595800000,2.0,20~25,5.0,1559.6,100억이상
386,26,oceania,2022,GK,right,1.0,79,81,1.0,10500000.0,2022,13646325000,2.0,20~25,5.0,1364.6,100억이상
387,29,europe,2021,ST,right,2.0,79,79,4.0,12500000.0,2021,16245625000,3.0,25~30,5.0,1624.6,100억이상
388,27,europe,2020,DF,right,2.0,79,79,2.0,10500000.0,2020,13646325000,3.0,25~30,5.0,1364.6,100억이상
389,27,europe,2020,MF,right,2.0,79,80,2.0,12000000.0,2020,15595800000,3.0,25~30,5.0,1559.6,100억이상
390,26,europe,2021,MF,right,1.0,79,82,3.0,15500000.0,2021,20144575000,2.0,20~25,5.0,2014.5,100억이상
391,30,europe,2020,DF,right,2.0,79,79,3.0,9000000.0,2020,11696850000,3.0,25~30,5.0,1169.7,100억이상
392,27,europe,2022,MF,right,1.0,79,79,3.0,13000000.0,2022,16895450000,3.0,25~30,5.0,1689.5,100억이상
393,28,africa,2021,MF,right,2.0,79,79,4.0,12500000.0,2021,16245625000,3.0,25~30,5.0,1624.6,100억이상
394,27,south america,2022,DF,right,1.0,79,81,2.0,12500000.0,2022,16245625000,3.0,25~30,5.0,1624.6,100억이상
395,30,europe,2021,DF,left,1.0,79,79,3.0,9000000.0,2021,11696850000,3.0,25~30,5.0,1169.7,100억이상
396,27,asia,2022,ST,right,2.0,79,80,3.0,14500000.0,2022,18844925000,3.0,25~30,5.0,1884.5,100억이상
397,28,europe,2021,MF,left,1.0,79,79,3.0,10000000.0,2021,12996500000,3.0,25~30,5.0,1299.6,100억이상
398,28,europe,2021,ST,right,1.0,79,79,3.0,13000000.0,2021,16895450000,3.0,25~30,5.0,1689.5,100억이상
399,28,south america,2020,ST,right,2.0,79,79,4.0,13000000.0,2020,16895450000,3.0,25~30,5.0,1689.5,100억이상
400,27,south america,2020,ST,right,2.0,79,80,4.0,14500000.0,2020,18844925000,3.0,25~30,5.0,1884.5,100억이상
401,27,europe,2021,MF,left,1.0,79,79,4.0,13000000.0,2021,16895450000,3.0,25~30,5.0,1689.5,100억이상
402,30,europe,2021,GK,right,2.0,79,79,1.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
403,28,europe,2021,DF,left,2.0,79,79,2.0,10000000.0,2021,12996500000,3.0,25~30,5.0,1299.6,100억이상
404,29,south america,2021,MF,right,2.0,79,79,3.0,10000000.0,2021,12996500000,3.0,25~30,5.0,1299.6,100억이상
405,27,europe,2022,MF,right,2.0,79,80,3.0,12000000.0,2022,15595800000,3.0,25~30,5.0,1559.6,100억이상
406,29,africa,2021,DF,left,2.0,79,79,4.0,9500000.0,2021,12346675000,3.0,25~30,5.0,1234.7,100억이상
407,29,europe,2020,GK,right,2.0,79,80,1.0,10000000.0,2020,12996500000,3.0,25~30,5.0,1299.6,100억이상
408,30,europe,2021,ST,right,3.0,79,79,3.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
409,29,europe,2021,MF,right,3.0,79,79,3.0,12000000.0,2021,15595800000,3.0,25~30,5.0,1559.6,100억이상
410,30,south america,2020,MF,right,2.0,79,79,3.0,9500000.0,2020,12346675000,3.0,25~30,5.0,1234.7,100억이상
411,31,south america,2019,DF,right,1.0,79,79,2.0,8500000.0,2019,11047025000,4.0,30~35,5.0,1104.7,100억이상
412,29,europe,2021,ST,right,2.0,79,79,3.0,12500000.0,2021,16245625000,3.0,25~30,5.0,1624.6,100억이상
413,32,europe,2021,GK,right,2.0,79,79,1.0,7000000.0,2021,9097550000,4.0,30~35,4.0,909.8,50억~100억
414,28,europe,2021,DF,left,3.0,79,80,2.0,11500000.0,2021,14945975000,3.0,25~30,5.0,1494.6,100억이상
415,28,south america,2022,DF,right,2.0,79,80,2.0,11500000.0,2022,14945975000,3.0,25~30,5.0,1494.6,100억이상
416,28,europe,2021,ST,right,3.0,79,79,3.0,13000000.0,2021,16895450000,3.0,25~30,5.0,1689.5,100억이상
417,31,europe,2021,ST,right,3.0,79,79,4.0,11500000.0,2021,14945975000,4.0,30~35,5.0,1494.6,100억이상
418,30,europe,2021,GK,right,1.0,79,79,1.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
419,31,europe,2020,GK,right,2.0,79,79,1.0,7500000.0,2020,9747375000,4.0,30~35,4.0,974.7,50억~100억
420,31,europe,2020,ST,right,1.0,79,79,3.0,11500000.0,2020,14945975000,4.0,30~35,5.0,1494.6,100억이상
421,28,europe,2021,MF,right,2.0,79,79,3.0,10000000.0,2021,12996500000,3.0,25~30,5.0,1299.6,100억이상
422,30,europe,2020,MF,right,3.0,79,79,3.0,11500000.0,2020,14945975000,3.0,25~30,5.0,1494.6,100억이상
423,32,europe,2021,MF,right,2.0,79,79,3.0,7000000.0,2021,9097550000,4.0,30~35,4.0,909.8,50억~100억
424,30,europe,2021,GK,right,3.0,79,79,1.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
425,29,asia,2020,MF,left,3.0,79,79,3.0,10000000.0,2020,12996500000,3.0,25~30,5.0,1299.6,100억이상
